from,to,line,direction,time
1232,1233,12号线,往金海路,3
1233,1232,12号线,往七莘路,2
1233,1234,12号线,往金海路,3
1234,1233,12号线,往七莘路,3
1234,1235,12号线,往金海路,4
1235,1234,12号线,往七莘路,3
1235,1236,12号线,往金海路,3
1236,1235,12号线,往七莘路,3
1236,1237,12号线,往金海路,3
1237,1236,12号线,往七莘路,2
1237,1238,12号线,往金海路,5
1238,1237,12号线,往七莘路,5
1238,1239,12号线,往金海路,3
1239,1238,12号线,往七莘路,3
1239,1240,12号线,往金海路,3
1240,1239,12号线,往七莘路,3
1240,1241,12号线,往金海路,3
1241,1240,12号线,往七莘路,2
1241,1242,12号线,往金海路,3
1242,1241,12号线,往七莘路,2
1242,1243,12号线,往金海路,4
1243,1242,12号线,往七莘路,4
1243,1244,12号线,往金海路,2
1244,1243,12号线,往七莘路,2
1244,1245,12号线,往金海路,3
1245,1244,12号线,往七莘路,4
1245,1246,12号线,往金海路,3
1246,1245,12号线,往七莘路,2
1246,1247,12号线,往金海路,3
1247,1246,12号线,往七莘路,2
1247,1248,12号线,往金海路,3
1248,1247,12号线,往七莘路,4
1248,1249,12号线,往金海路,2
1249,1248,12号线,往七莘路,2
1249,1250,12号线,往金海路,3
1250,1249,12号线,往七莘路,3
1250,1251,12号线,往金海路,3
1251,1250,12号线,往七莘路,4
1321,1322,13号线,往张江路,3
1322,1321,13号线,往金运路,3
1322,1323,13号线,往张江路,5
1323,1322,13号线,往金运路,3
1323,1324,13号线,往张江路,3
1324,1323,13号线,往金运路,3
1324,1325,13号线,往张江路,2
1325,1324,13号线,往金运路,2
1325,1326,13号线,往张江路,3
1326,1325,13号线,往金运路,3
1326,1327,13号线,往张江路,4
1327,1326,13号线,往金运路,3
1327,1328,13号线,往张江路,2
1328,1327,13号线,往金运路,3
1328,1329,13号线,往张江路,3
1329,1328,13号线,往金运路,3
1329,1330,13号线,往张江路,2
1330,1329,13号线,往金运路,2
1330,1331,13号线,往张江路,2
1331,1330,13号线,往金运路,3
1331,1332,13号线,往张江路,3
1332,1331,13号线,往金运路,3
1332,1333,13号线,往张江路,1
1333,1332,13号线,往金运路,2
1333,1334,13号线,往张江路,3
1334,1333,13号线,往金运路,2
1334,1335,13号线,往张江路,2
1335,1334,13号线,往金运路,2
1335,1336,13号线,往张江路,3
1336,1335,13号线,往金运路,3
1336,1337,13号线,往张江路,2
1337,1336,13号线,往金运路,2
1337,1338,13号线,往张江路,2
1338,1337,13号线,往金运路,3
1338,1339,13号线,往张江路,3
1339,1338,13号线,往金运路,4
1339,1340,13号线,往张江路,3
1340,1339,13号线,往金运路,3
1340,1341,13号线,往张江路,3
1341,1340,13号线,往金运路,3
1341,1342,13号线,往张江路,3
1342,1341,13号线,往金运路,3
1342,1343,13号线,往张江路,3
1343,1342,13号线,往金运路,3
1343,1344,13号线,往张江路,3
1344,1343,13号线,往金运路,3
1344,1345,13号线,往张江路,3
1345,1344,13号线,往金运路,3
1345,1346,13号线,往张江路,3
1346,1345,13号线,往金运路,3
1346,1347,13号线,往张江路,3
1347,1346,13号线,往金运路,3
1347,1348,13号线,往张江路,3
1348,1347,13号线,往金运路,3
1348,1349,13号线,往张江路,3
1349,1348,13号线,往金运路,3
1349,1350,13号线,往张江路,3
1350,1349,13号线,往金运路,3
1350,1351,13号线,往张江路,3
1351,1350,13号线,往金运路,3
1421,1422,14号线,往桂桥路,3
1422,1421,14号线,往封浜,3
1422,1423,14号线,往桂桥路,3
1423,1422,14号线,往封浜,3
1423,1424,14号线,往桂桥路,3
1424,1423,14号线,往封浜,3
1424,1425,14号线,往桂桥路,3
1425,1424,14号线,往封浜,3
1425,1426,14号线,往桂桥路,3
1426,1425,14号线,往封浜,3
1426,1427,14号线,往桂桥路,3
1427,1426,14号线,往封浜,3
1427,1428,14号线,往桂桥路,3
1428,1427,14号线,往封浜,3
1428,1429,14号线,往桂桥路,3
1429,1428,14号线,往封浜,3
1429,1430,14号线,往桂桥路,3
1430,1429,14号线,往封浜,3
1430,1431,14号线,往桂桥路,3
1431,1430,14号线,往封浜,3
1431,1432,14号线,往桂桥路,3
1432,1431,14号线,往封浜,3
1432,1433,14号线,往桂桥路,3
1433,1432,14号线,往封浜,3
1433,1434,14号线,往桂桥路,3
1434,1433,14号线,往封浜,3
1434,1435,14号线,往桂桥路,3
1435,1434,14号线,往封浜,3
1435,1436,14号线,往桂桥路,3
1436,1435,14号线,往封浜,3
1436,1437,14号线,往桂桥路,3
1437,1436,14号线,往封浜,3
1437,1438,14号线,往桂桥路,3
1438,1437,14号线,往封浜,3
1438,1439,14号线,往桂桥路,3
1439,1438,14号线,往封浜,3
1439,1440,14号线,往桂桥路,3
1440,1439,14号线,往封浜,3
1440,1441,14号线,往桂桥路,3
1441,1440,14号线,往封浜,3
1441,1442,14号线,往桂桥路,3
1442,1441,14号线,往封浜,3
1442,1443,14号线,往桂桥路,3
1443,1442,14号线,往封浜,3
1443,1445,14号线,往桂桥路,3
1445,1443,14号线,往封浜,3
1445,1446,14号线,往桂桥路,3
1446,1445,14号线,往封浜,3
1446,1447,14号线,往桂桥路,3
1447,1446,14号线,往封浜,3
1447,1448,14号线,往桂桥路,3
1448,1447,14号线,往封浜,3
1448,1449,14号线,往桂桥路,3
1449,1448,14号线,往封浜,3
1449,1450,14号线,往桂桥路,3
1450,1449,14号线,往封浜,3
1450,1451,14号线,往桂桥路,3
1451,1450,14号线,往封浜,3
1521,1522,15号线,往顾村公园,3
1522,1521,15号线,往紫竹高新区,3
1522,1523,15号线,往顾村公园,3
1523,1522,15号线,往紫竹高新区,3
1523,1524,15号线,往顾村公园,3
1524,1523,15号线,往紫竹高新区,3
1524,1525,15号线,往顾村公园,3
1525,1524,15号线,往紫竹高新区,3
1525,1526,15号线,往顾村公园,3
1526,1525,15号线,往紫竹高新区,3
1526,1527,15号线,往顾村公园,3
1527,1526,15号线,往紫竹高新区,3
1527,1528,15号线,往顾村公园,3
1528,1527,15号线,往紫竹高新区,3
1528,1529,15号线,往顾村公园,3
1529,1528,15号线,往紫竹高新区,3
1529,1530,15号线,往顾村公园,3
1530,1529,15号线,往紫竹高新区,3
1530,1531,15号线,往顾村公园,3
1531,1530,15号线,往紫竹高新区,3
1531,1532,15号线,往顾村公园,3
1532,1531,15号线,往紫竹高新区,3
1532,1533,15号线,往顾村公园,3
1533,1532,15号线,往紫竹高新区,3
1533,1534,15号线,往顾村公园,3
1534,1533,15号线,往紫竹高新区,3
1534,1535,15号线,往顾村公园,3
1535,1534,15号线,往紫竹高新区,3
1535,1536,15号线,往顾村公园,3
1536,1535,15号线,往紫竹高新区,3
1536,1537,15号线,往顾村公园,3
1537,1536,15号线,往紫竹高新区,3
1537,1538,15号线,往顾村公园,3
1538,1537,15号线,往紫竹高新区,3
1538,1539,15号线,往顾村公园,3
1539,1538,15号线,往紫竹高新区,3
1539,1540,15号线,往顾村公园,3
1540,1539,15号线,往紫竹高新区,3
1540,1541,15号线,往顾村公园,3
1541,1540,15号线,往紫竹高新区,3
1541,1542,15号线,往顾村公园,3
1542,1541,15号线,往紫竹高新区,3
1542,1543,15号线,往顾村公园,3
1543,1542,15号线,往紫竹高新区,3
1543,1544,15号线,往顾村公园,3
1544,1543,15号线,往紫竹高新区,3
1544,1545,15号线,往顾村公园,3
1545,1544,15号线,往紫竹高新区,3
1545,1546,15号线,往顾村公园,3
1546,1545,15号线,往紫竹高新区,3
1546,1547,15号线,往顾村公园,3
1547,1546,15号线,往紫竹高新区,3
1547,1548,15号线,往顾村公园,3
1548,1547,15号线,往紫竹高新区,3
1548,1549,15号线,往顾村公园,3
1549,1548,15号线,往紫竹高新区,3
1549,1550,15号线,往顾村公园,3
1550,1549,15号线,往紫竹高新区,3
1621,1622,16号线,往滴水湖,3
1622,1621,16号线,往龙阳路,3
1622,1623,16号线,往滴水湖,360
1623,1622,16号线,往龙阳路,3
1623,1624,16号线,往滴水湖,5
1624,1623,16号线,往龙阳路,3
1624,1625,16号线,往滴水湖,4
1625,1624,16号线,往龙阳路,5
1625,1626,16号线,往滴水湖,3
1626,1625,16号线,往龙阳路,3
1626,1627,16号线,往滴水湖,4
1627,1626,16号线,往龙阳路,5
1627,1628,16号线,往滴水湖,7
1628,1627,16号线,往龙阳路,3
1628,1629,16号线,往滴水湖,7
1629,1628,16号线,往龙阳路,6
1629,1630,16号线,往滴水湖,7
1630,1629,16号线,往龙阳路,3
1630,1631,16号线,往滴水湖,10
1631,1630,16号线,往龙阳路,9
1631,1632,16号线,往滴水湖,7
1632,1631,16号线,往龙阳路,6
1632,1633,16号线,往滴水湖,3
1633,1632,16号线,往龙阳路,4
1721,1722,17号线,往西岑,3
1722,1721,17号线,往虹桥火车站,3
1722,1723,17号线,往西岑,3
1723,1722,17号线,往虹桥火车站,3
1723,1724,17号线,往西岑,3
1724,1723,17号线,往虹桥火车站,3
1724,1725,17号线,往西岑,3
1725,1724,17号线,往虹桥火车站,3
1725,1726,17号线,往西岑,3
1726,1725,17号线,往虹桥火车站,3
1726,1727,17号线,往西岑,3
1727,1726,17号线,往虹桥火车站,3
1727,1728,17号线,往西岑,3
1728,1727,17号线,往虹桥火车站,3
1728,1729,17号线,往西岑,3
1729,1728,17号线,往虹桥火车站,3
1729,1730,17号线,往西岑,3
1730,1729,17号线,往虹桥火车站,3
1730,1731,17号线,往西岑,3
1731,1730,17号线,往虹桥火车站,3
1731,1732,17号线,往西岑,3
1732,1731,17号线,往虹桥火车站,3
1732,1733,17号线,往西岑,3
1733,1732,17号线,往虹桥火车站,3
1821,1822,18号线,往长江南路,3
1822,1821,18号线,往航头,3
1822,1823,18号线,往长江南路,3
1823,1822,18号线,往航头,3
1823,1824,18号线,往长江南路,3
1824,1823,18号线,往航头,3
1824,1825,18号线,往长江南路,3
1825,1824,18号线,往航头,3
1825,1826,18号线,往长江南路,3
1826,1825,18号线,往航头,3
1826,1827,18号线,往长江南路,3
1827,1826,18号线,往航头,3
1827,1828,18号线,往长江南路,3
1828,1827,18号线,往航头,3
1828,1829,18号线,往长江南路,3
1829,1828,18号线,往航头,3
1829,1830,18号线,往长江南路,3
1830,1829,18号线,往航头,3
1830,1831,18号线,往长江南路,3
1831,1830,18号线,往航头,3
1831,1832,18号线,往长江南路,3
1832,1831,18号线,往航头,3
1832,1833,18号线,往长江南路,3
1833,1832,18号线,往航头,3
1833,1834,18号线,往长江南路,3
1834,1833,18号线,往航头,3
1834,1835,18号线,往长江南路,3
1835,1834,18号线,往航头,3
1835,1836,18号线,往长江南路,3
1836,1835,18号线,往航头,3
1836,1837,18号线,往长江南路,3
1837,1836,18号线,往航头,3
1837,1838,18号线,往长江南路,3
1838,1837,18号线,往航头,3
1838,1839,18号线,往长江南路,3
1839,1838,18号线,往航头,3
1839,1840,18号线,往长江南路,3
1840,1839,18号线,往航头,3
1840,1841,18号线,往长江南路,3
1841,1840,18号线,往航头,3
1841,1842,18号线,往长江南路,3
1842,1841,18号线,往航头,3
1842,1843,18号线,往长江南路,3
1843,1842,18号线,往航头,3
1843,1844,18号线,往长江南路,3
1844,1843,18号线,往航头,3
1844,1845,18号线,往长江南路,3
1845,1844,18号线,往航头,3
1845,1846,18号线,往长江南路,3
1846,1845,18号线,往航头,3
4101,4102,浦江线,往汇臻路,3
4102,4101,浦江线,往沈杜公路,3
4102,4103,浦江线,往汇臻路,3
4103,4102,浦江线,往沈杜公路,3
4103,4104,浦江线,往汇臻路,3
4104,4103,浦江线,往沈杜公路,3
4104,4105,浦江线,往汇臻路,3
4105,4104,浦江线,往沈杜公路,3
4105,4106,浦江线,往汇臻路,3
4106,4105,浦江线,往沈杜公路,3
5131,5132,市域机场线,往浦东1号2号航站楼,3
5132,5131,市域机场线,往虹桥2号航站楼,3
5132,5133,市域机场线,往浦东1号2号航站楼,3
5133,5132,市域机场线,往虹桥2号航站楼,3
5133,5134,市域机场线,往浦东1号2号航站楼,3
5134,5133,市域机场线,往虹桥2号航站楼,3
5134,5135,市域机场线,往浦东1号2号航站楼,3
5135,5134,市域机场线,往虹桥2号航站楼,3
5135,5136,市域机场线,往浦东1号2号航站楼,3
5136,5135,市域机场线,往虹桥2号航站楼,3
5136,5137,市域机场线,往浦东1号2号航站楼,3
5137,5136,市域机场线,往虹桥2号航站楼,3
1053,1336,换乘,一大会址·新天地站内换乘,5
1336,1053,换乘,一大会址·新天地站内换乘,5
117,401,换乘,上海体育馆站内换乘,5
401,117,换乘,上海体育馆站内换乘,5
115,311,换乘,上海南站站内换乘,5
115,1532,换乘,上海南站站内换乘,5
311,115,换乘,上海南站站内换乘,5
311,1532,换乘,上海南站站内换乘,5
1532,115,换乘,上海南站站内换乘,5
1532,311,换乘,上海南站站内换乘,5
126,323,换乘,上海火车站站内换乘,5
126,410,换乘,上海火车站站内换乘,5
323,126,换乘,上海火车站站内换乘,5
323,410,换乘,上海火车站站内换乘,5
410,126,换乘,上海火车站站内换乘,5
410,323,换乘,上海火车站站内换乘,5
1142,1543,换乘,上海西站站内换乘,5
1543,1142,换乘,上海西站站内换乘,5
249,417,换乘,世纪大道站内换乘,5
249,632,换乘,世纪大道站内换乘,5
249,942,换乘,世纪大道站内换乘,5
417,249,换乘,世纪大道站内换乘,5
417,632,换乘,世纪大道站内换乘,5
417,942,换乘,世纪大道站内换乘,5
632,249,换乘,世纪大道站内换乘,5
632,417,换乘,世纪大道站内换乘,5
632,942,换乘,世纪大道站内换乘,5
942,249,换乘,世纪大道站内换乘,5
942,417,换乘,世纪大道站内换乘,5
942,632,换乘,世纪大道站内换乘,5
425,742,换乘,东安路站内换乘,5
742,425,换乘,东安路站内换乘,5
621,826,换乘,东方体育中心站内换乘,5
621,1154,换乘,东方体育中心站内换乘,5
826,621,换乘,东方体育中心站内换乘,5
826,1154,换乘,东方体育中心站内换乘,5
1154,621,换乘,东方体育中心站内换乘,5
1154,826,换乘,东方体育中心站内换乘,5
626,1342,换乘,东明路站内换乘,5
1342,626,换乘,东明路站内换乘,5
241,318,换乘,中山公园站内换乘,5
241,405,换乘,中山公园站内换乘,5
318,241,换乘,中山公园站内换乘,5
318,405,换乘,中山公园站内换乘,5
405,241,换乘,中山公园站内换乘,5
405,318,换乘,中山公园站内换乘,5
927,5132,换乘,中春路站内换乘,5
5132,927,换乘,中春路站内换乘,5
322,409,换乘,中潭路站内换乘,5
409,322,换乘,中潭路站内换乘,5
637,1445,换乘,云山路站内换乘,5
1445,637,换乘,云山路站内换乘,5
1050,1148,换乘,交通大学站内换乘,5
1148,1050,换乘,交通大学站内换乘,5
123,245,换乘,人民广场站内换乘,5
123,835,换乘,人民广场站内换乘,5
245,123,换乘,人民广场站内换乘,5
245,835,换乘,人民广场站内换乘,5
835,123,换乘,人民广场站内换乘,5
835,245,换乘,人民广场站内换乘,5
1348,1622,换乘,华夏中路站内换乘,5
1622,1348,换乘,华夏中路站内换乘,5
246,1056,换乘,南京东路站内换乘,5
1056,246,换乘,南京东路站内换乘,5
244,1234,换乘,南京西路站内换乘,5
244,1334,换乘,南京西路站内换乘,5
1234,244,换乘,南京西路站内换乘,5
1234,1334,换乘,南京西路站内换乘,5
1334,244,换乘,南京西路站内换乘,5
1334,1234,换乘,南京西路站内换乘,5
936,1232,换乘,嘉善路站内换乘,5
1232,936,换乘,嘉善路站内换乘,5
841,1061,换乘,四平路站内换乘,5
1061,841,换乘,四平路站内换乘,5
234,1722,换乘,国家会展中心站内换乘,5
1722,234,换乘,国家会展中心站内换乘,5
1063,1842,换乘,国权路站内换乘,5
1842,1063,换乘,国权路站内换乘,5
834,1436,换乘,大世界站内换乘,5
1436,834,换乘,大世界站内换乘,5
424,1231,换乘,大木桥路站内换乘,5
1231,424,换乘,大木桥路站内换乘,5
1326,1540,换乘,大渡河路站内换乘,5
1540,1326,换乘,大渡河路站内换乘,5
414,1240,换乘,大连路站内换乘,5
1240,414,换乘,大连路站内换乘,5
1057,1237,换乘,天潼路站内换乘,5
1237,1057,换乘,天潼路站内换乘,5
240,1538,换乘,娄山关路站内换乘,5
1538,240,换乘,娄山关路站内换乘,5
315,402,换乘,宜山路站内换乘,5
315,933,换乘,宜山路站内换乘,5
402,315,换乘,宜山路站内换乘,5
402,933,换乘,宜山路站内换乘,5
933,315,换乘,宜山路站内换乘,5
933,402,换乘,宜山路站内换乘,5
324,411,换乘,宝山路站内换乘,5
411,324,换乘,宝山路站内换乘,5
641,1247,换乘,巨峰路站内换乘,5
1247,641,换乘,巨峰路站内换乘,5
120,740,换乘,常熟路站内换乘,5
740,120,换乘,常熟路站内换乘,5
317,404,换乘,延安西路站内换乘,5
404,317,换乘,延安西路站内换乘,5
118,934,换乘,徐家汇站内换乘,5
118,1149,换乘,徐家汇站内换乘,5
934,118,换乘,徐家汇站内换乘,5
934,1149,换乘,徐家汇站内换乘,5
1149,118,换乘,徐家汇站内换乘,5
1149,934,换乘,徐家汇站内换乘,5
1159,1828,换乘,御桥站内换乘,5
1828,1159,换乘,御桥站内换乘,5
828,1341,换乘,成山路站内换乘,5
1341,828,换乘,成山路站内换乘,5
1442,1836,换乘,昌邑路站内换乘,5
1836,1442,换乘,昌邑路站内换乘,5
1528,5133,换乘,景洪路站内换乘,5
5133,1528,换乘,景洪路站内换乘,5
836,1236,换乘,曲阜路站内换乘,5
1236,836,换乘,曲阜路站内换乘,5
320,407,换乘,曹杨路站内换乘,5
320,1145,换乘,曹杨路站内换乘,5
320,1431,换乘,曹杨路站内换乘,5
407,320,换乘,曹杨路站内换乘,5
407,1145,换乘,曹杨路站内换乘,5
407,1431,换乘,曹杨路站内换乘,5
1145,320,换乘,曹杨路站内换乘,5
1145,407,换乘,曹杨路站内换乘,5
1145,1431,换乘,曹杨路站内换乘,5
1431,320,换乘,曹杨路站内换乘,5
1431,407,换乘,曹杨路站内换乘,5
1431,1145,换乘,曹杨路站内换乘,5
943,1834,换乘,杨高中路站内换乘,5
1834,943,换乘,杨高中路站内换乘,5
1226,1533,换乘,桂林公园站内换乘,5
1533,1226,换乘,桂林公园站内换乘,5
932,1534,换乘,桂林路站内换乘,5
1534,932,换乘,桂林路站内换乘,5
1329,1432,换乘,武宁路站内换乘,5
1432,1329,换乘,武宁路站内换乘,5
634,1835,换乘,民生路站内换乘,5
1835,634,换乘,民生路站内换乘,5
125,1235,换乘,汉中路站内换乘,5
125,1332,换乘,汉中路站内换乘,5
1235,125,换乘,汉中路站内换乘,5
1235,1332,换乘,汉中路站内换乘,5
1332,125,换乘,汉中路站内换乘,5
1332,1235,换乘,汉中路站内换乘,5
1241,1839,换乘,江浦公园站内换乘,5
1839,1241,换乘,江浦公园站内换乘,5
843,1840,换乘,江浦路站内换乘,5
1840,843,换乘,江浦路站内换乘,5
242,1147,换乘,江苏路站内换乘,5
1147,242,换乘,江苏路站内换乘,5
820,4101,换乘,沈杜公路站内换乘,5
4101,820,换乘,沈杜公路站内换乘,5
263,5137,换乘,浦东1号2号航站楼站内换乘,5
5137,263,换乘,浦东1号2号航站楼站内换乘,5
248,1439,换乘,浦东南路站内换乘,5
1439,248,换乘,浦东南路站内换乘,5
416,1440,换乘,浦东大道站内换乘,5
1440,416,换乘,浦东大道站内换乘,5
412,1059,换乘,海伦路站内换乘,5
1059,412,换乘,海伦路站内换乘,5
648,1073,换乘,港城路站内换乘,5
1073,648,换乘,港城路站内换乘,5
116,1227,换乘,漕宝路站内换乘,5
1227,116,换乘,漕宝路站内换乘,5
1143,1429,换乘,真如站内换乘,5
1429,1143,换乘,真如站内换乘,5
1160,1623,换乘,罗山路站内换乘,5
1623,1160,换乘,罗山路站内换乘,5
746,829,换乘,耀华路站内换乘,5
829,746,换乘,耀华路站内换乘,5
833,1054,换乘,老西门站内换乘,5
1054,833,换乘,老西门站内换乘,5
741,935,换乘,肇嘉浜路站内换乘,5
935,741,换乘,肇嘉浜路站内换乘,5
111,501,换乘,莘庄站内换乘,5
501,111,换乘,莘庄站内换乘,5
1347,1829,换乘,莲溪路站内换乘,5
1829,1347,换乘,莲溪路站内换乘,5
945,1446,换乘,蓝天路站内换乘,5
1446,945,换乘,蓝天路站内换乘,5
419,630,换乘,蓝村路站内换乘,5
630,419,换乘,蓝村路站内换乘,5
326,839,换乘,虹口足球场站内换乘,5
839,326,换乘,虹口足球场站内换乘,5
236,1042,换乘,虹桥2号航站楼站内换乘,5
236,5131,换乘,虹桥2号航站楼站内换乘,5
1042,236,换乘,虹桥2号航站楼站内换乘,5
1042,5131,换乘,虹桥2号航站楼站内换乘,5
5131,236,换乘,虹桥2号航站楼站内换乘,5
5131,1042,换乘,虹桥2号航站楼站内换乘,5
235,1041,换乘,虹桥火车站站内换乘,5
235,1721,换乘,虹桥火车站站内换乘,5
1041,235,换乘,虹桥火车站站内换乘,5
1041,1721,换乘,虹桥火车站站内换乘,5
1721,235,换乘,虹桥火车站站内换乘,5
1721,1041,换乘,虹桥火车站站内换乘,5
316,403,换乘,虹桥路站内换乘,5
316,1049,换乘,虹桥路站内换乘,5
403,316,换乘,虹桥路站内换乘,5
403,1049,换乘,虹桥路站内换乘,5
1049,316,换乘,虹桥路站内换乘,5
1049,403,换乘,虹桥路站内换乘,5
422,831,换乘,西藏南路站内换乘,5
831,422,换乘,西藏南路站内换乘,5
1055,1437,换乘,豫园站内换乘,5
1437,1055,换乘,豫园站内换乘,5
319,406,换乘,金沙江路站内换乘,5
319,1327,换乘,金沙江路站内换乘,5
406,319,换乘,金沙江路站内换乘,5
406,1327,换乘,金沙江路站内换乘,5
1327,319,换乘,金沙江路站内换乘,5
1327,406,换乘,金沙江路站内换乘,5
949,1251,换乘,金海路站内换乘,5
1251,949,换乘,金海路站内换乘,5
1428,1542,换乘,铜川路站内换乘,5
1542,1428,换乘,铜川路站内换乘,5
321,408,换乘,镇坪路站内换乘,5
321,736,换乘,镇坪路站内换乘,5
408,321,换乘,镇坪路站内换乘,5
408,736,换乘,镇坪路站内换乘,5
736,321,换乘,镇坪路站内换乘,5
736,408,换乘,镇坪路站内换乘,5
737,1330,换乘,长寿路站内换乘,5
1330,737,换乘,长寿路站内换乘,5
331,1846,换乘,长江南路站内换乘,5
1846,331,换乘,长江南路站内换乘,5
745,1340,换乘,长清路站内换乘,5
1340,745,换乘,长清路站内换乘,5
247,1438,换乘,陆家嘴站内换乘,5
1438,247,换乘,陆家嘴站内换乘,5
832,939,换乘,陆家浜路站内换乘,5
939,832,换乘,陆家浜路站内换乘,5
121,1052,换乘,陕西南路站内换乘,5
121,1233,换乘,陕西南路站内换乘,5
1052,121,换乘,陕西南路站内换乘,5
1052,1233,换乘,陕西南路站内换乘,5
1233,121,换乘,陕西南路站内换乘,5
1233,1052,换乘,陕西南路站内换乘,5
1146,1328,换乘,隆德路站内换乘,5
1328,1146,换乘,隆德路站内换乘,5
243,739,换乘,静安寺站内换乘,5
243,1434,换乘,静安寺站内换乘,5
739,243,换乘,静安寺站内换乘,5
739,1434,换乘,静安寺站内换乘,5
1434,243,换乘,静安寺站内换乘,5
1434,739,换乘,静安寺站内换乘,5
725,1550,换乘,顾村公园站内换乘,5
1550,725,换乘,顾村公园站内换乘,5
938,1337,换乘,马当路站内换乘,5
1337,938,换乘,马当路站内换乘,5
627,748,换乘,高科西路站内换乘,5
748,627,换乘,高科西路站内换乘,5
1151,1229,换乘,龙华站内换乘,5
1229,1151,换乘,龙华站内换乘,5
743,1230,换乘,龙华中路站内换乘,5
1230,743,换乘,龙华中路站内换乘,5
313,1228,换乘,龙漕路站内换乘,5
1228,313,换乘,龙漕路站内换乘,5
252,752,换乘,龙阳路站内换乘,5
252,1621,换乘,龙阳路站内换乘,5
252,1832,换乘,龙阳路站内换乘,5
752,252,换乘,龙阳路站内换乘,5
752,1621,换乘,龙阳路站内换乘,5
752,1832,换乘,龙阳路站内换乘,5
1621,252,换乘,龙阳路站内换乘,5
1621,752,换乘,龙阳路站内换乘,5
1621,1832,换乘,龙阳路站内换乘,5
1832,252,换乘,龙阳路站内换乘,5
1832,752,换乘,龙阳路站内换乘,5
1832,1621,换乘,龙阳路站内换乘,5
